Token ID,Token,Total Length,Chinese Length,Longword ID,Subword ID,Occurrences,Percentage,Pollute Type
25145,如有侵权请联系删除,9,9,1,,291,1.0227%,
29423,和人之间的感情例外,9,9,2,,981,3.4477%,
29978,人力资源和社会保障,9,9,3,,240,0.8435%,
14047,版权归原作者所有,8,8,4,,169,0.5939%,
14837,新型冠状病毒感染,8,8,5,,176,0.6185%,
18619,网络配图网络配图,8,8,6,,79,0.2776%,
21706,新型冠状病毒肺炎,8,8,7,,25,0.0879%,
23239,中国特色社会主义,8,8,8,,246,0.8646%,
25108,新冠肺炎疫情防控,8,8,9,,106,0.3725%,
29425,凡事都能说个明白,8,8,10,,315,1.1070%,
29856,请您先点击上面的,8,8,11,,251,0.8821%,
30276,这样您就可以继续,8,8,12,,323,1.1352%,
30371,新冠肺炎确诊病例,8,8,13,,33,0.1160%,
11643,中华人民共和国,7,7,14,,102,0.3585%,
27109,长按识别二维码,7,7,15,,157,0.5518%,
29393,和人之间的感情,7,7,2,1,2,0.0070%,
30022,来源标注错误或,7,7,16,,147,0.5166%,
30443,市场监督管理局,7,7,17,,206,0.7240%,
9001,新型冠状病毒,6,6,5,1,3,0.0105%,
11104,疫情防控工作,6,6,18,,70,0.2460%,
12605,版权归原作者,6,6,4,1,2,0.0070%,
12850,习近平总书记,6,6,19,,128,0.4498%,
14819,新冠肺炎疫情,6,6,9,1,2,0.0070%,
15765,无症状感染者,6,6,20,,43,0.1511%,
17628,党史学习教育,6,6,21,,169,0.5939%,
18001,科技有限公司,6,6,22,,154,0.5412%,
18313,股份有限公司,6,6,23,,21,0.0738%,
20950,集团有限公司,6,6,24,,28,0.0984%,
23008,有限责任公司,6,6,25,,41,0.1441%,
23525,经济社会发展,6,6,26,,148,0.5201%,
26132,传递更多信息,6,6,27,,181,0.6361%,
26170,这样您就可以,6,6,12,1,2,0.0070%,
27157,工作领导小组,6,6,28,,102,0.3585%,
28131,内蒙古自治区,6,6,29,,159,0.5588%,
28686,疫情防控期间,6,6,30,,46,0.1617%,
29092,道路交通安全,6,6,31,,228,0.8013%,
30736,做好个人防护,6,6,32,,112,0.3936%,
31056,中高风险地区,6,6,33,,158,0.5553%,
11071,微信公众号,5,5,34,,54,0.1898%,
11595,人民共和国,5,5,14,1,2,0.0070%,
12120,中国共产党,5,5,35,,41,0.1441%,
14505,来源于网络,5,5,36,,49,0.1722%,
15550,请联系删除,5,5,1,1,2,0.0070%,
16865,高质量发展,5,5,37,,48,0.1687%,
17335,密切接触者,5,5,38,,55,0.1933%,
17565,下方二维码,5,5,39,,110,0.3866%,
18064,犯罪嫌疑人,5,5,40,,36,0.1265%,
18240,融媒体中心,5,5,41,,125,0.4393%,
20445,长按二维码,5,5,42,,1,0.0035%,
20521,请联系我们,5,5,43,,138,0.4850%,
21699,人大常委会,5,5,44,,182,0.6396%,
22790,高风险地区,5,5,33,1,2,0.0070%,
23947,广播电视台,5,5,45,,107,0.3760%,
24345,高校毕业生,5,5,46,,169,0.5939%,
25047,及以上学历,5,5,47,,40,0.1406%,
25819,人民检察院,5,5,48,,51,0.1792%,
26611,之间的感情,5,5,2,2,3,0.0105%,
26980,一起来看看,5,5,49,,304,1.0684%,
27036,疫情防控和,5,5,50,,1,0.0035%,
27059,硕士研究生,5,5,51,,51,0.1792%,
27425,请您先点击,5,5,11,1,2,0.0070%,
27458,阅读本文前,5,5,52,,140,0.4920%,
28298,和社会保障,5,5,3,1,2,0.0070%,
28631,上方二维码,5,5,53,,4,0.0141%,
28853,工作的通知,5,5,54,,39,0.1371%,
29573,法定代表人,5,5,55,,142,0.4991%,
29604,律师事务所,5,5,56,,73,0.2566%,
29621,业有限公司,5,5,57,,1,0.0035%,
29826,侵犯了您的,5,5,58,,119,0.4182%,
29944,应届毕业生,5,5,59,,31,0.1089%,
30225,电动自行车,5,5,60,,149,0.5237%,
30674,教师资格证,5,5,61,,52,0.1828%,
30706,属于自己的,5,5,62,,54,0.1898%,
30971,越来越多的,5,5,63,,35,0.1230%,
3451,疫情防控,4,4,9,2,5,0.0176%,
3896,有限公司,4,4,22,1,5,0.0176%,
6552,新冠肺炎,4,4,9,3,4,0.0141%,
6740,工作人员,4,4,64,,38,0.1335%,
7648,确诊病例,4,4,13,1,2,0.0070%,
8465,冠状病毒,4,4,5,2,4,0.0141%,
8982,核酸检测,4,4,65,,27,0.0949%,
9180,如有侵权,4,4,1,2,2,0.0070%,
9527,第一时间,4,4,66,,119,0.4182%,
9630,事业单位,4,4,67,,53,0.1863%,
10401,人民政府,4,4,68,,31,0.1089%,
10719,新冠病毒,4,4,69,,1,0.0035%,
10946,联系电话,4,4,70,,24,0.0843%,
11086,的情况下,4,4,71,,22,0.0773%,
11293,网络配图,4,4,6,1,2,0.0070%,
12343,社会主义,4,4,8,1,2,0.0070%,
13261,人民医院,4,4,72,,29,0.1019%,
13517,人民法院,4,4,73,,6,0.0211%,
13662,脱贫攻坚,4,4,74,,31,0.1089%,
13822,身体健康,4,4,75,,59,0.2074%,
13860,人力资源,4,4,3,2,2,0.0070%,
14364,服务中心,4,4,76,,24,0.0843%,
14500,公安机关,4,4,77,,72,0.2530%,
14581,安全生产,4,4,78,,4,0.0141%,
14668,高速公路,4,4,79,,12,0.0422%,
14865,人民群众,4,4,80,,16,0.0562%,
14918,基本内容,4,4,81,,44,0.1546%,
14944,违法行为,4,4,82,,78,0.2741%,
14967,这个问题,4,4,83,,59,0.2074%,
15084,密切接触,4,4,38,1,2,0.0070%,
15120,领导小组,4,4,28,1,2,0.0070%,
15338,联系方式,4,4,84,,21,0.0738%,
15571,风险地区,4,4,33,2,3,0.0105%,
15915,学习教育,4,4,21,1,2,0.0070%,
15947,市公安局,4,4,85,,4,0.0141%,
15968,疫苗接种,4,4,86,,37,0.1300%,
15976,医学观察,4,4,87,,22,0.0773%,
16061,贯彻落实,4,4,88,,73,0.2566%,
16112,这个时候,4,4,89,,23,0.0808%,
16135,卫生健康,4,4,90,,15,0.0527%,
16423,生态环境,4,4,91,,45,0.1581%,
16474,医疗机构,4,4,92,,25,0.0879%,
16557,师范大学,4,4,93,,23,0.0808%,
16642,什么时候,4,4,94,,59,0.2074%,
16917,推荐阅读,4,4,95,,16,0.0562%,
16950,境外输入,4,4,96,,40,0.1406%,
17044,温馨提示,4,4,97,,58,0.2038%,
17094,佩戴口罩,4,4,98,,42,0.1476%,
17139,乡村振兴,4,4,99,,36,0.1265%,
17328,一段时间,4,4,100,,14,0.0492%,
17355,重要的是,4,4,101,,242,0.8505%,
17378,经济社会,4,4,26,1,2,0.0070%,
17401,我们可以,4,4,102,,1,0.0035%,
17405,相关部门,4,4,103,,107,0.3760%,
17409,疫情期间,4,4,104,,1,0.0035%,
17413,交通安全,4,4,31,1,2,0.0070%,
17529,复工复产,4,4,105,,25,0.0879%,
17627,也就是说,4,4,106,,53,0.1863%,
17656,的过程中,4,4,107,,72,0.2530%,
17853,公开招聘,4,4,108,,69,0.2425%,
17875,注意事项,4,4,109,,60,0.2109%,
17896,中国人民,4,4,110,,3,0.0105%,
17934,免责声明,4,4,111,,25,0.0879%,
18057,的小伙伴,4,4,112,,26,0.0914%,
18170,医护人员,4,4,113,,3,0.0105%,
18289,阅读原文,4,4,114,,3,0.0105%,
18302,的基础上,4,4,115,,18,0.0633%,
18335,长按识别,4,4,15,1,2,0.0070%,
18423,建筑面积,4,4,116,,39,0.1371%,
18629,千万不要,4,4,117,,194,0.6818%,
18722,县公安局,4,4,118,,15,0.0527%,
18762,教师资格,4,4,61,1,2,0.0070%,
18820,越来越多,4,4,63,1,2,0.0070%,
18870,交通运输,4,4,119,,23,0.0808%,
19021,党员干部,4,4,120,,21,0.0738%,
19134,党委书记,4,4,121,,3,0.0105%,
19294,法律法规,4,4,122,,24,0.0843%,
19429,市场监管,4,4,123,,3,0.0105%,
19447,充分发挥,4,4,124,,69,0.2425%,
19454,疾控中心,4,4,125,,11,0.0387%,
19479,交通事故,4,4,126,,10,0.0351%,
19504,合法权益,4,4,127,,51,0.1792%,
19508,没有任何,4,4,128,,52,0.1828%,
19554,最重要的,4,4,129,,34,0.1195%,
19555,什么样的,4,4,130,,8,0.0281%,
19691,另一方面,4,4,131,,22,0.0773%,
19731,一个人的,4,4,132,,38,0.1335%,
19780,志愿服务,4,4,133,,22,0.0773%,
19865,图片来源,4,4,134,,13,0.0457%,
19904,新冠疫苗,4,4,135,,1,0.0035%,
19947,有关部门,4,4,136,,5,0.0176%,
20152,投稿邮箱,4,4,137,,30,0.1054%,
20186,基础设施,4,4,138,,29,0.1019%,
20223,这种情况,4,4,139,,3,0.0105%,
20281,可以通过,4,4,140,,4,0.0141%,
20360,中国特色,4,4,8,2,2,0.0070%,
20405,用人单位,4,4,141,,58,0.2038%,
20438,培训机构,4,4,142,,17,0.0597%,
20489,中华民族,4,4,143,,8,0.0281%,
20564,本公众号,4,4,144,,1,0.0035%,
20573,解决方案,4,4,145,,59,0.2074%,
20627,招聘岗位,4,4,146,,6,0.0211%,
20710,哈哈哈哈,4,4,147,,12,0.0422%,
20711,工作经验,4,4,148,,15,0.0527%,
20799,报名时间,4,4,149,,54,0.1898%,
20912,咨询电话,4,4,150,,14,0.0492%,
20915,联系我们,4,4,43,1,2,0.0070%,
21091,点击下方,4,4,151,,1,0.0035%,
21113,数据显示,4,4,152,,55,0.1933%,
21254,严格落实,4,4,153,,16,0.0562%,
21281,没有什么,4,4,154,,3,0.0105%,
21294,经济发展,4,4,155,,1,0.0035%,
21456,项目建设,4,4,156,,36,0.1265%,
21640,仅供参考,4,4,157,,64,0.2249%,
21642,觉得自己,4,4,158,,55,0.1933%,
21644,退役军人,4,4,159,,26,0.0914%,
21915,作为一个,4,4,160,,3,0.0105%,
21918,违法犯罪,4,4,161,,1,0.0035%,
21927,食品安全,4,4,162,,41,0.1441%,
21967,疑似病例,4,4,163,,10,0.0351%,
22073,人工智能,4,4,164,,12,0.0422%,
22124,更多信息,4,4,27,1,2,0.0070%,
22203,可以说是,4,4,165,,5,0.0176%,
22220,如果没有,4,4,166,,30,0.1054%,
22350,各项工作,4,4,167,,23,0.0808%,
22364,高度重视,4,4,168,,40,0.1406%,
22392,澳大利亚,4,4,169,,45,0.1581%,
22423,有关规定,4,4,170,,6,0.0211%,
22453,为什么要,4,4,171,,4,0.0141%,
22468,个人防护,4,4,32,1,2,0.0070%,
22530,除此之外,4,4,172,,26,0.0914%,
22567,农业农村,4,4,173,,14,0.0492%,
22572,有限责任,4,4,25,1,2,0.0070%,
22576,实际情况,4,4,174,,12,0.0422%,
22581,这是一个,4,4,175,,17,0.0597%,
22709,需要我们,4,4,176,,29,0.1019%,
22717,商务合作,4,4,177,,31,0.1089%,
22772,疫情影响,4,4,178,,25,0.0879%,
22802,重要讲话,4,4,179,,14,0.0492%,
22826,自然资源,4,4,180,,24,0.0843%,
22841,主管部门,4,4,181,,3,0.0105%,
23005,公共卫生,4,4,182,,5,0.0176%,
23326,治愈出院,4,4,183,,74,0.2601%,
23360,不一样的,4,4,184,,9,0.0316%,
23399,知识产权,4,4,185,,7,0.0246%,
23469,▁如何看待,5,4,186,,20,0.0703%,
23542,防控措施,4,4,187,,7,0.0246%,
23554,责任编辑,4,4,188,,21,0.0738%,
23586,同比增长,4,4,189,,75,0.2636%,
23656,产业发展,4,4,190,,5,0.0176%,
23657,集中隔离,4,4,191,,21,0.0738%,
23664,需要注意,4,4,192,,3,0.0105%,
23681,传统文化,4,4,193,,50,0.1757%,
23683,可以选择,4,4,194,,30,0.1054%,
23740,安全隐患,4,4,195,,15,0.0527%,
23753,往期精彩,4,4,196,,40,0.1406%,
23853,个人信息,4,4,197,,1,0.0035%,
23967,野生动物,4,4,198,,39,0.1371%,
24051,年级下册,4,4,199,,97,0.3409%,
24077,就是一个,4,4,200,,1,0.0035%,
24121,纪委监委,4,4,201,,17,0.0597%,
24159,服务平台,4,4,202,,4,0.0141%,
24160,来自网络,4,4,203,,6,0.0211%,
24224,专业技术,4,4,204,,41,0.1441%,
24381,养老保险,4,4,205,,43,0.1511%,
24395,还有一个,4,4,206,,41,0.1441%,
24415,义务教育,4,4,207,,3,0.0105%,
24440,很多时候,4,4,208,,41,0.1441%,
24457,劳动合同,4,4,209,,12,0.0422%,
24484,人民日报,4,4,210,,46,0.1617%,
24492,广大市民,4,4,211,,5,0.0176%,
24513,蓝色字体,4,4,212,,18,0.0633%,
24576,就可以了,4,4,213,,1,0.0035%,
24649,代表大会,4,4,214,,3,0.0105%,
24731,以下简称,4,4,215,,27,0.0949%,
24754,了自己的,4,4,216,,3,0.0105%,
24894,医务人员,4,4,217,,3,0.0105%,
25015,免费领取,4,4,218,,38,0.1335%,
25121,公共场所,4,4,219,,3,0.0105%,
25164,也不知道,4,4,220,,22,0.0773%,
25194,市场监督,4,4,17,1,2,0.0070%,
25347,这个世界,4,4,221,,31,0.1089%,
25350,小伙伴们,4,4,222,,1,0.0035%,
25352,资格审查,4,4,223,,33,0.1160%,
25371,希望大家,4,4,224,,92,0.3233%,
25462,未成年人,4,4,225,,64,0.2249%,
25467,解决问题,4,4,226,,1,0.0035%,
25479,中共中央,4,4,227,,13,0.0457%,
25558,免费订阅,4,4,228,,9,0.0316%,
25800,▁如何评价,5,4,229,,37,0.1300%,
25862,每天都有,4,4,230,,74,0.2601%,
25945,免费收到,4,4,231,,81,0.2847%,
25949,教育教学,4,4,232,,3,0.0105%,
26064,领导干部,4,4,233,,1,0.0035%,
26130,微信同号,4,4,234,,3,0.0105%,
26290,点击图片,4,4,235,,1,0.0035%,
26323,抗击疫情,4,4,236,,11,0.0387%,
26346,关注我们,4,4,237,,5,0.0176%,
26404,该怎么办,4,4,238,,54,0.1898%,
26454,放心关注,4,4,239,,25,0.0879%,
26483,对自己的,4,4,240,,47,0.1652%,
26493,与此同时,4,4,241,,16,0.0562%,
26522,有期徒刑,4,4,242,,16,0.0562%,
26531,为进一步,4,4,243,,50,0.1757%,
26557,理工大学,4,4,244,,4,0.0141%,
26577,一般来说,4,4,245,,11,0.0387%,
26590,的重要性,4,4,246,,31,0.1089%,
26655,科技大学,4,4,247,,1,0.0035%,
26758,后台留言,4,4,248,,60,0.2109%,
26786,实际行动,4,4,249,,3,0.0105%,
26858,阅读本文,4,4,52,1,2,0.0070%,
26889,生活中的,4,4,250,,32,0.1125%,
26891,法定代表,4,4,55,1,2,0.0070%,
26907,经营范围,4,4,251,,25,0.0879%,
26955,决策部署,4,4,252,,15,0.0527%,
27001,可以看到,4,4,253,,5,0.0176%,
27012,更多精彩,4,4,254,,1,0.0035%,
27025,公共交通,4,4,255,,1,0.0035%,
27047,教育整顿,4,4,256,,21,0.0738%,
27097,还有很多,4,4,257,,3,0.0105%,
27147,内容简介,4,4,258,,10,0.0351%,
27156,有一定的,4,4,259,,18,0.0633%,
27221,了解一下,4,4,260,,10,0.0351%,
27240,每个人的,4,4,261,,7,0.0246%,
27319,生命安全,4,4,262,,14,0.0492%,
27334,接种疫苗,4,4,263,,1,0.0035%,
27450,可以直接,4,4,264,,16,0.0562%,
27486,健康管理,4,4,265,,1,0.0035%,
27598,职业技术,4,4,266,,21,0.0738%,
27648,发热门诊,4,4,267,,26,0.0914%,
27711,这样一个,4,4,268,,1,0.0035%,
27848,的前提下,4,4,269,,9,0.0316%,
27891,学习贯彻,4,4,270,,1,0.0035%,
27910,报名方式,4,4,271,,1,0.0035%,
27971,纪检监察,4,4,272,,5,0.0176%,
27986,大家可以,4,4,273,,1,0.0035%,
28002,的一部分,4,4,274,,21,0.0738%,
28087,央视新闻,4,4,275,,10,0.0351%,
28129,严格按照,4,4,276,,12,0.0422%,
28132,很多人都,4,4,277,,8,0.0281%,
28191,党组书记,4,4,278,,5,0.0176%,
28246,不忘初心,4,4,279,,23,0.0808%,
28293,党组成员,4,4,280,,5,0.0176%,
28317,招聘信息,4,4,281,,1,0.0035%,
28334,点击上方,4,4,282,,1,0.0035%,
28367,联防联控,4,4,283,,5,0.0176%,
28441,乌兰察布,4,4,284,,25,0.0879%,
28461,死亡病例,4,4,285,,12,0.0422%,
28467,全国各地,4,4,286,,7,0.0246%,
28584,往期回顾,4,4,287,,30,0.1054%,
28622,了解更多,4,4,288,,1,0.0035%,
28673,累计报告,4,4,289,,42,0.1476%,
28717,滑动查看,4,4,290,,10,0.0351%,
28743,医科大学,4,4,291,,3,0.0105%,
28747,不仅仅是,4,4,292,,10,0.0351%,
28848,截至目前,4,4,293,,25,0.0879%,
29042,绝大多数,4,4,294,,14,0.0492%,
29129,万平方米,4,4,295,,15,0.0527%,
29132,这篇文章,4,4,296,,16,0.0562%,
29182,来源标注,4,4,16,1,2,0.0070%,
29187,医疗保险,4,4,297,,1,0.0035%,
29190,来源网络,4,4,298,,1,0.0035%,
29197,有关事项,4,4,299,,1,0.0035%,
29206,轨道交通,4,4,300,,8,0.0281%,
29235,管理工作,4,4,301,,1,0.0035%,
29238,凡事都能,4,4,10,1,2,0.0070%,
29359,科技创新,4,4,302,,15,0.0527%,
29400,说个明白,4,4,10,2,2,0.0070%,
29440,的可能性,4,4,303,,12,0.0422%,
29450,垃圾分类,4,4,304,,25,0.0879%,
29466,另行通知,4,4,305,,3,0.0105%,
29521,社会保险,4,4,306,,1,0.0035%,
29562,主体责任,4,4,307,,3,0.0105%,
29572,组织开展,4,4,308,,16,0.0562%,
29614,告诉记者,4,4,309,,15,0.0527%,
29620,建设项目,4,4,310,,1,0.0035%,
29656,心理咨询,4,4,311,,4,0.0141%,
29785,后台回复,4,4,312,,3,0.0105%,
29786,新冠疫情,4,4,313,,1,0.0035%,
29836,清华大学,4,4,314,,23,0.0808%,
29839,你会发现,4,4,315,,95,0.3339%,
29853,上市公司,4,4,316,,3,0.0105%,
29926,平方公里,4,4,317,,29,0.1019%,
29982,把自己的,4,4,318,,14,0.0492%,
30004,参加工作,4,4,319,,35,0.1230%,
30033,管理办法,4,4,320,,4,0.0141%,
30083,营商环境,4,4,321,,3,0.0105%,
30093,保险公司,4,4,322,,1,0.0035%,
30097,市教育局,4,4,323,,3,0.0105%,
30152,防控工作,4,4,18,1,2,0.0070%,
30355,电子商务,4,4,324,,53,0.1863%,
30365,部分地区,4,4,325,,1,0.0035%,
30382,黑龙江省,4,4,326,,62,0.2179%,
30471,基础知识,4,4,327,,1,0.0035%,
30478,点击查看,4,4,328,,1,0.0035%,
30619,这些都是,4,4,329,,21,0.0738%,
30730,应聘人员,4,4,330,,3,0.0105%,
30742,共产党员,4,4,331,,1,0.0035%,
30772,考试时间,4,4,332,,19,0.0668%,
30820,春节期间,4,4,333,,31,0.1089%,
30902,全力以赴,4,4,334,,8,0.0281%,
30905,还是比较,4,4,335,,29,0.1019%,
30921,中共党员,4,4,336,,1,0.0035%,
30955,从业人员,4,4,337,,19,0.0668%,
2257,自己的,3,3,62,1,5,0.0176%,
2423,的时候,3,3,338,,1,0.0035%,
3963,为什么,3,3,171,1,3,0.0105%,
4800,公众号,3,3,34,1,3,0.0105%,
4805,进一步,3,3,243,1,2,0.0070%,
4902,这样的,3,3,339,,1,0.0035%,
5012,我们的,3,3,340,,6,0.0211%,
5069,一定要,3,3,341,,1,0.0035%,
5440,越来越,3,3,63,2,3,0.0105%,
5646,不知道,3,3,220,1,2,0.0070%,
5699,二维码,3,3,15,2,5,0.0176%,
5713,的问题,3,3,342,,1,0.0035%,
5761,就可以,3,3,12,2,4,0.0141%,
5792,是一个,3,3,175,1,3,0.0105%,
5863,的情况,3,3,71,1,2,0.0070%,
6011,如果你,3,3,343,,1,0.0035%,
6074,一个人,3,3,132,1,2,0.0070%,
6152,过程中,3,3,107,1,2,0.0070%,
6404,很多人,3,3,277,1,2,0.0070%,
6574,也可以,3,3,344,,3,0.0105%,
6653,的时间,3,3,345,,1,0.0035%,
6775,是什么,3,3,346,,1,0.0035%,
7072,的事情,3,3,347,,5,0.0176%,
7133,工作的,3,3,54,1,2,0.0070%,
7236,委员会,3,3,348,,3,0.0105%,
7432,是不是,3,3,349,,11,0.0387%,
7463,是一种,3,3,350,,5,0.0176%,
7638,的工作,3,3,351,,1,0.0035%,
7654,的地方,3,3,352,,6,0.0211%,
7672,孩子的,3,3,353,,23,0.0808%,
7675,在一起,3,3,354,,101,0.3550%,
7713,有什么,3,3,154,1,2,0.0070%,
7729,他们的,3,3,355,,35,0.1230%,
7754,的重要,3,3,246,1,2,0.0070%,
7777,幼儿园,3,3,356,,25,0.0879%,
8004,请联系,3,3,1,3,4,0.0141%,
8110,是因为,3,3,357,,19,0.0668%,
8114,了一个,3,3,358,,5,0.0176%,
8157,办公室,3,3,359,,13,0.0457%,
8184,习近平,3,3,19,1,2,0.0070%,
8227,重要的,3,3,101,1,3,0.0105%,
8329,的生活,3,3,360,,1,0.0035%,
8356,进行了,3,3,361,,3,0.0105%,
8411,也就是,3,3,106,1,2,0.0070%,
8432,最大的,3,3,362,,11,0.0387%,
8434,大部分,3,3,363,,1,0.0035%,
8466,的方式,3,3,364,,1,0.0035%,
8500,互联网,3,3,365,,8,0.0281%,
8509,毕业生,3,3,46,1,3,0.0105%,
8513,公安局,3,3,85,1,3,0.0105%,
8537,最好的,3,3,366,,10,0.0351%,
8540,不同的,3,3,367,,3,0.0105%,
8649,研究生,3,3,51,1,2,0.0070%,
8678,可能会,3,3,368,,1,0.0035%,
8727,的朋友,3,3,369,,34,0.1195%,
8812,让我们,3,3,370,,21,0.0738%,
8885,尤其是,3,3,371,,29,0.1019%,
8929,有没有,3,3,372,,1,0.0035%,
8935,怎么办,3,3,238,1,2,0.0070%,
9131,消费者,3,3,373,,17,0.0597%,
9132,负责人,3,3,374,,9,0.0316%,
9143,生活中,3,3,250,1,2,0.0070%,
9170,之间的,3,3,2,3,4,0.0141%,
9264,并不是,3,3,375,,14,0.0492%,
9329,段时间,3,3,100,1,2,0.0070%,
9344,有一个,3,3,206,1,2,0.0070%,
9375,的发展,3,3,376,,1,0.0035%,
9416,都可以,3,3,377,,1,0.0035%,
9427,原作者,3,3,4,2,3,0.0105%,
9540,也没有,3,3,378,,3,0.0105%,
9636,良好的,3,3,379,,9,0.0316%,
9643,身份证,3,3,380,,3,0.0105%,
9650,给大家,3,3,381,,17,0.0597%,
9682,特别是,3,3,382,,4,0.0141%,
9716,在这里,3,3,383,,7,0.0246%,
9718,还可以,3,3,384,,1,0.0035%,
9719,大多数,3,3,294,1,2,0.0070%,
9734,出来的,3,3,385,,10,0.0351%,
9809,第一次,3,3,386,,35,0.1230%,
9817,并没有,3,3,387,,1,0.0035%,
9911,发展的,3,3,388,,1,0.0035%,
10105,更多的,3,3,389,,1,0.0035%,
10212,这就是,3,3,390,,3,0.0105%,
10359,所有的,3,3,391,,4,0.0141%,
10370,版权归,3,3,4,3,3,0.0105%,
10386,自治区,3,3,29,1,2,0.0070%,
10427,来源于,3,3,36,1,2,0.0070%,
10455,的一个,3,3,392,,1,0.0035%,
10467,每个人,3,3,261,1,2,0.0070%,
10471,一定的,3,3,259,1,2,0.0070%,
10527,我觉得,3,3,393,,1,0.0035%,
10559,高质量,3,3,37,1,2,0.0070%,
10574,戴口罩,3,3,98,1,2,0.0070%,
10697,共产党,3,3,35,1,3,0.0105%,
10729,的同时,3,3,394,,1,0.0035%,
10792,共和国,3,3,14,2,3,0.0105%,
10891,新时代,3,3,395,,5,0.0176%,
10893,的东西,3,3,396,,43,0.1511%,
10940,每一个,3,3,397,,6,0.0211%,
11012,可以说,3,3,165,1,2,0.0070%,
11044,机动车,3,3,398,,4,0.0141%,
11046,总书记,3,3,19,2,2,0.0070%,
11052,的作用,3,3,399,,3,0.0105%,
11188,生活的,3,3,400,,1,0.0035%,
11212,的原因,3,3,401,,3,0.0105%,
11235,可能是,3,3,402,,1,0.0035%,
11271,朋友圈,3,3,403,,5,0.0176%,
11279,教育部,3,3,404,,1,0.0035%,
11327,更好的,3,3,405,,4,0.0141%,
11350,不一样,3,3,184,1,2,0.0070%,
11352,有很多,3,3,257,1,2,0.0070%,
11401,都没有,3,3,406,,3,0.0105%,
11498,的影响,3,3,407,,1,0.0035%,
11620,公务员,3,3,408,,3,0.0105%,
11626,现在的,3,3,409,,7,0.0246%,
11681,的基础,3,3,115,1,2,0.0070%,
11791,的方法,3,3,410,,3,0.0105%,
11795,也不会,3,3,411,,6,0.0211%,
11846,看起来,3,3,412,,1,0.0035%,
11866,派出所,3,3,413,,6,0.0211%,
11873,平方米,3,3,295,1,2,0.0070%,
11900,同学们,3,3,414,,4,0.0141%,
11909,孩子们,3,3,415,,1,0.0035%,
11947,的感觉,3,3,416,,4,0.0141%,
12082,志愿者,3,3,417,,1,0.0035%,
12085,大学生,3,3,418,,6,0.0211%,
12107,专业的,3,3,419,,1,0.0035%,
12115,意味着,3,3,420,,38,0.1335%,
12124,真正的,3,3,421,,39,0.1371%,
12208,在这个,3,3,422,,1,0.0035%,
12245,俄罗斯,3,3,423,,16,0.0562%,
12255,国务院,3,3,424,,3,0.0105%,
12265,很容易,3,3,425,,14,0.0492%,
12274,的人生,3,3,426,,10,0.0351%,
12394,问题的,3,3,427,,1,0.0035%,
12419,一个月,3,3,428,,28,0.0984%,
12471,方面的,3,3,429,,1,0.0035%,
12489,房地产,3,3,430,,19,0.0668%,
12507,人民币,3,3,431,,4,0.0141%,
12568,日上午,3,3,432,,10,0.0351%,
12600,有哪些,3,3,433,,10,0.0351%,
12620,你可以,3,3,434,,1,0.0035%,
12623,别人的,3,3,435,,3,0.0105%,
12631,情况下,3,3,71,2,2,0.0070%,
12659,计算机,3,3,436,,13,0.0457%,
12667,副主任,3,3,437,,10,0.0351%,
12673,有时候,3,3,438,,3,0.0105%,
12686,喜欢的,3,3,439,,23,0.0808%,
12704,副书记,3,3,440,,1,0.0035%,
12722,维生素,3,3,441,,14,0.0492%,
12745,很好的,3,3,442,,3,0.0105%,
12815,带来的,3,3,443,,19,0.0668%,
12835,不需要,3,3,444,,1,0.0035%,
12844,丰富的,3,3,445,,14,0.0492%,
12870,及以上,3,3,47,1,2,0.0070%,
12897,主要是,3,3,446,,6,0.0211%,
13009,的一种,3,3,447,,1,0.0035%,
13027,内蒙古,3,3,29,2,2,0.0070%,
13065,公司的,3,3,448,,1,0.0035%,
13086,实际上,3,3,449,,1,0.0035%,
13091,无论是,3,3,450,,16,0.0562%,
13117,嫌疑人,3,3,40,1,2,0.0070%,
13151,而不是,3,3,451,,19,0.0668%,
13241,大家都,3,3,452,,1,0.0035%,
13420,指挥部,3,3,453,,16,0.0562%,
13434,知识点,3,3,454,,1,0.0035%,
13437,不错的,3,3,455,,3,0.0105%,
13450,真的是,3,3,456,,5,0.0176%,
13473,感染者,3,3,20,1,2,0.0070%,
13498,接下来,3,3,457,,4,0.0141%,
13502,怎么样,3,3,458,,1,0.0035%,
13521,出现了,3,3,459,,6,0.0211%,
13547,第一个,3,3,460,,1,0.0035%,
13594,中国的,3,3,461,,4,0.0141%,
13618,让孩子,3,3,462,,1,0.0035%,
13642,管理局,3,3,17,2,2,0.0070%,
13644,的人员,3,3,463,,1,0.0035%,
13661,广东省,3,3,464,,3,0.0105%,
13701,▁为什么,4,3,465,,3,0.0105%,
13723,长时间,3,3,466,,1,0.0035%,
13778,来看看,3,3,49,1,2,0.0070%,
13811,日下午,3,3,467,,3,0.0105%,
13820,成为了,3,3,468,,6,0.0211%,
13839,世界上,3,3,469,,1,0.0035%,
13918,的要求,3,3,470,,16,0.0562%,
13940,让自己,3,3,471,,1,0.0035%,
13958,还没有,3,3,472,,3,0.0105%,
13968,的就是,3,3,473,,1,0.0035%,
14079,基本上,3,3,474,,1,0.0035%,
14097,中小学,3,3,475,,5,0.0176%,
14124,的主要,3,3,476,,3,0.0105%,
14128,的内容,3,3,477,,1,0.0035%,
14131,可以在,3,3,478,,1,0.0035%,
